Master Record Number,Year,Month,Day,Hour,Weekend,Collision Type,Injury Type,Primary Factor,Reported_Location,Latitude,Longitude
901910697,2020,10,5,2300,Weekday,2-Car,No injury/unknown,FOLLOWING TOO CLOSELY,COLLEGE & W 10TH ST,39.171744,-86.534768
901910871,2020,10,6,1000,Weekday,2-Car,No injury/unknown,UNSAFE LANE MOVEMENT,N COLLEGE AVE & W 10TH,39.171744,-86.534768
901931012,2020,11,6,300,Weekday,Pedestrian,Non-incapacitating,FAILURE TO YIELD RIGHT OF WAY,10TH ST & COLLEGE,39.171744,-86.534768
901761578,2020,1,1,0,Weekend,2-Car,No injury/unknown,IMPROPER TURNING,10TH & WALNUT ST,39.171744,-86.53352
901808075,2020,4,1,100,Weekend,2-Car,No injury/unknown,IMPROPER TURNING,10TH & WALNUT ST,39.171744,-86.53352
901881133,2020,9,7,1300,Weekend,2-Car,No injury/unknown,DISREGARD SIGNAL/REG SIGN,10TH & WALNUT ST,39.171744,-86.53352
901896729,2020,10,2,2000,Weekday,Pedestrian,Non-incapacitating,FAILURE TO YIELD RIGHT OF WAY,E 10TH ST & WALNUT,39.171744,-86.53352
901889732,2020,9,3,1900,Weekday,2-Car,No injury/unknown,OTHER (DRIVER) - EXPLAIN IN NARRATIVE,E 10TH ST & WASHINGTON,39.171728,-86.5324
901904671,2020,10,2,1200,Weekday,2-Car,No injury/unknown,FAILURE TO YIELD RIGHT OF WAY,E 10TH ST & WASHINGTON,39.171728,-86.5324
901861551,2020,7,4,900,Weekday,2-Car,No injury/unknown,FAILURE TO YIELD RIGHT OF WAY,N JORDAN AVE,39.17172611,-86.51559859
901902605,2020,10,5,1800,Weekday,2-Car,No injury/unknown,FOLLOWING TOO CLOSELY,E 10TH ST & WASHINGTON,39.171726,-86.5322236
901788833,2020,3,3,1400,Weekday,Moped/Motorcycle,Non-incapacitating,FAILURE TO YIELD RIGHT OF WAY,10TH ST & LINCOLN,39.171712,-86.530992
901796606,2020,3,4,1900,Weekday,2-Car,No injury/unknown,DISREGARD SIGNAL/REG SIGN,10TH ST & LINCOLN,39.171712,-86.530992
901797558,2020,3,7,1400,Weekend,2-Car,No injury/unknown,FAILURE TO YIELD RIGHT OF WAY,10TH ST & LINCOLN,39.171712,-86.530992
901811690,2020,4,6,1500,Weekday,2-Car,Non-incapacitating,FAILURE TO YIELD RIGHT OF WAY,10TH & LINCOLN ST,39.171712,-86.530992
901815093,2020,4,4,1700,Weekday,2-Car,No injury/unknown,FAILURE TO YIELD RIGHT OF WAY,10TH ST & LINCOLN,39.171712,-86.530992
901842020,2020,6,6,1700,Weekday,2-Car,No injury/unknown,FAILURE TO YIELD RIGHT OF WAY,10TH ST & LINCOLN,39.171712,-86.530992
901922610,2020,11,4,400,Weekday,2-Car,No injury/unknown,DISREGARD SIGNAL/REG SIGN,EAST 10TH ST & LINCOLN,39.171712,-86.530992
901874821,2020,8,2,700,Weekday,1-Car,No injury/unknown,UNSAFE SPEED,SR37S & WHITEHALL CROSSING BLVD,39.17170543,-86.5696614
901851293,2020,7,4,200,Weekday,3+ Cars,Non-incapacitating,FAILURE TO YIELD RIGHT OF WAY,CURRY PIKE & SR48W,39.1717046,-86.58299109
901759129,2020,1,4,800,Weekday,2-Car,No injury/unknown,FAILURE TO YIELD RIGHT OF WAY,E 10TH ST & N GRANT,39.171696,-86.529696
901797684,2020,3,7,1700,Weekend,2-Car,No injury/unknown,FOLLOWING TOO CLOSELY,10TH ST & GRANT,39.171696,-86.529696
901891107,2020,9,6,900,Weekday,2-Car,No injury/unknown,LEFT OF CENTER,10TH & GRANT ST,39.171696,-86.529696
901860049,2020,7,4,400,Weekday,1-Car,No injury/unknown,RAN OFF ROAD RIGHT,N DANLIES WAY,39.17169459,-86.59827031
901859297,2020,7,6,1400,Weekday,2-Car,No injury/unknown,FAILURE TO YIELD RIGHT OF WAY,10TH ST & LINCOLN,39.1716899,-86.53103001
901941170,2020,11,5,900,Weekday,2-Car,No injury/unknown,UNSAFE BACKING,HILLSIDE & MONON DR,39.1716813,-86.53446994
901898766,2020,10,5,1200,Weekday,3+ Cars,No injury/unknown,OTHER (DRIVER) - EXPLAIN IN NARRATIVE,DUNN & EAST 10TH ST,39.17168,-86.52799136
901761581,2020,1,1,200,Weekend,2-Car,No injury/unknown,ROADWAY SURFACE CONDITION,10TH ST & DUNN,39.17168,-86.528256
901815660,2020,4,1,1500,Weekend,3+ Cars,Non-incapacitating,DRIVER DISTRACTED - EXPLAIN IN NARRATIVE,10TH ST & DUNN,39.17168,-86.528256
901911217,2020,10,6,1700,Weekday,2-Car,No injury/unknown,FOLLOWING TOO CLOSELY,10TH ST & INDIANA,39.17168,-86.527024
901919542,2020,11,5,1800,Weekday,2-Car,No injury/unknown,FAILURE TO YIELD RIGHT OF WAY,10TH & N INDIANA AVE,39.17168,-86.527024
901939737,2020,12,6,1000,Weekday,2-Car,No injury/unknown,FOLLOWING TOO CLOSELY,DUNN ST & TENTH,39.17167238,-86.52828953
901851189,2020,7,3,1500,Weekday,2-Car,No injury/unknown,FAILURE TO YIELD RIGHT OF WAY,10TH ST & GRANT,39.17166978,-86.52975998
901868252,2020,8,3,1500,Weekday,2-Car,Non-incapacitating,FAILURE TO YIELD RIGHT OF WAY,10TH ST & GRANT,39.17166978,-86.52975998
901906347,2020,10,5,1700,Weekday,2-Car,Non-incapacitating,FAILURE TO YIELD RIGHT OF WAY,10TH ST & GRANT,39.17166978,-86.52975998
901920312,2020,11,7,1000,Weekend,2-Car,No injury/unknown,OTHER (ENVIRONMENTAL) - EXPLAIN IN NARR,10TH ST & GRANT,39.17166978,-86.52975998
901930901,2020,11,3,2000,Weekday,2-Car,Non-incapacitating,FAILURE TO YIELD RIGHT OF WAY,10TH ST & GRANT,39.17166978,-86.52975998
901872088,2020,8,4,900,Weekday,2-Car,Non-incapacitating,OTHER TELEMATICS IN USE,10TH ST & DUNN,39.17166978,-86.5282844
901899254,2020,10,6,1800,Weekday,2-Car,No injury/unknown,FAILURE TO YIELD RIGHT OF WAY,10TH ST & DUNN,39.17166978,-86.52828007
901915692,2020,11,6,1600,Weekday,2-Car,No injury/unknown,FAILURE TO YIELD RIGHT OF WAY,10TH ST & BARRINGTON,39.17166978,-86.48929014
901819235,2020,5,7,1700,Weekend,2-Car,No injury/unknown,FAILURE TO YIELD RIGHT OF WAY,600 N FESS & 700 E 10TH ST,39.171664,-86.52576
901923584,2020,11,5,1800,Weekday,2-Car,No injury/unknown,FOLLOWING TOO CLOSELY,FESS & TENTH ST,39.171661,-86.52613932
901867701,2020,8,2,1900,Weekday,2-Car,No injury/unknown,DISREGARD SIGNAL/REG SIGN,10TH ST & COLLEGE,39.17165972,-86.53483003
901872369,2020,8,4,1300,Weekday,2-Car,Non-incapacitating,FAILURE TO YIELD RIGHT OF WAY,10TH & COLLEGE AVE,39.17165972,-86.53483003
901872879,2020,8,5,1600,Weekday,2-Car,No injury/unknown,IMPROPER TURNING,10TH & COLLEGE AVE,39.17165972,-86.53483003
901895129,2020,9,5,1000,Weekday,2-Car,Non-incapacitating,FOLLOWING TOO CLOSELY,10TH & COLLEGE AVE,39.17165972,-86.53483003
901900192,2020,10,2,1000,Weekday,2-Car,No injury/unknown,UNSAFE LANE MOVEMENT,10TH & COLLEGE AVE,39.17165972,-86.53483003
901887759,2020,9,6,1500,Weekday,2-Car,No injury/unknown,FOLLOWING TOO CLOSELY,10TH & WALNUT ST,39.17165972,-86.53358012
901941086,2020,12,2,2200,Weekday,2-Car,No injury/unknown,FAILURE TO YIELD RIGHT OF WAY,10TH ST & 10TH STREET MARKET,39.17165972,-86.53358012
901872202,2020,8,4,1100,Weekday,3+ Cars,No injury/unknown,FOLLOWING TOO CLOSELY,INDIANA & TENTH ST,39.17165972,-86.52698712
901896627,2020,10,2,1600,Weekday,2-Car,No injury/unknown,FOLLOWING TOO CLOSELY,10TH ST & INDIANA,39.17165972,-86.52696982
901935747,2020,12,6,2100,Weekend,2-Car,No injury/unknown,SPEED TOO FAST FOR WEATHER CONDITIONS,10TH ST & INDIANA,39.17165972,-86.52696982
901828086,2020,5,2,1100,Weekday,1-Car,No injury/unknown,OTHER (DRIVER) - EXPLAIN IN NARRATIVE,10TH ST & JEFFERSON,39.17164801,-86.50655873
901938860,2020,12,4,1500,Weekday,1-Car,No injury/unknown,UNSAFE BACKING,10TH ST & JEFFERSON,39.17164801,-86.50673515
901939589,2020,12,6,100,Weekday,2-Car,No injury/unknown,LEFT OF CENTER,EAST 10TH ST & JEFFERSON,39.17164801,-86.50673515
901779340,2020,2,4,100,Weekday,1-Car,Non-incapacitating,RAN OFF ROAD RIGHT,10TH ST & JEFFERSON,39.17164801,-86.50684101
901773160,2020,2,7,1900,Weekend,2-Car,No injury/unknown,FAILURE TO YIELD RIGHT OF WAY,10TH ST & PARK,39.171648,-86.524608
901818805,2020,5,6,1500,Weekday,2-Car,No injury/unknown,FOLLOWING TOO CLOSELY,PARK & TENTH ST,39.171648,-86.524608
901812212,2020,4,7,1200,Weekend,2-Car,No injury/unknown,FAILURE TO YIELD RIGHT OF WAY,10TH ST & PARK,39.171648,-86.524608
901875388,2020,8,3,1500,Weekday,Moped/Motorcycle,Non-incapacitating,FAILURE TO YIELD RIGHT OF WAY,E 10TH ST & PARK,39.171648,-86.524608
901762985,2020,1,3,800,Weekday,2-Car,No injury/unknown,FOLLOWING TOO CLOSELY,E 10TH ST & N JEFFERSON,39.171648,-86.507088
901765620,2020,1,7,200,Weekend,1-Car,No injury/unknown,SPEED TOO FAST FOR WEATHER CONDITIONS,10TH ST & JEFFERSON,39.171648,-86.507088
901815485,2020,4,7,2000,Weekend,1-Car,Non-incapacitating,SPEED TOO FAST FOR WEATHER CONDITIONS,E 10TH ST & N JEFFERSON,39.171648,-86.507088
901815528,2020,4,1,100,Weekend,1-Car,No injury/unknown,SPEED TOO FAST FOR WEATHER CONDITIONS,10TH ST & JEFFERSON,39.171648,-86.507088
901805038,2020,4,2,1700,Weekday,2-Car,No injury/unknown,FOLLOWING TOO CLOSELY,E 10TH ST & N JEFFERSON,39.171648,-86.507088
901821236,2020,5,4,900,Weekday,2-Car,Non-incapacitating,UNSAFE SPEED,10TH ST & JEFFERSON,39.171648,-86.507088
901899543,2020,10,7,1500,Weekend,Moped/Motorcycle,Incapacitating,OTHER (DRIVER) - EXPLAIN IN NARRATIVE,10TH ST & JEFFERSON,39.171648,-86.507088
901910340,2020,10,5,1200,Weekday,1-Car,No injury/unknown,OTHER (VEHICLE) - EXPLAIN IN NARRATIVE,E 10TH ST & N JEFFERSON,39.171648,-86.507088
901911118,2020,10,6,1400,Weekday,2-Car,No injury/unknown,FOLLOWING TOO CLOSELY,10TH ST & JEFFERSON,39.171648,-86.507088
901915097,2020,11,6,400,Weekday,2-Car,No injury/unknown,FOLLOWING TOO CLOSELY,10TH ST & JEFFERSON,39.171648,-86.507088
901819439,2020,5,7,1900,Weekend,2-Car,No injury/unknown,UNSAFE BACKING,E 10TH ST,39.171648,-86.50369927
901873640,2020,7,1,100,Weekend,1-Car,No injury/unknown,OTHER (DRIVER) - EXPLAIN IN NARRATIVE,E 10TH ST,39.171648,-86.50295229
901754907,2020,1,3,1300,Weekday,2-Car,No injury/unknown,UNSAFE SPEED,10TH ST & SR46E,39.171648,-86.502096
901812173,2020,4,7,300,Weekend,2-Car,Non-incapacitating,OTHER (DRIVER) - EXPLAIN IN NARRATIVE,10TH & SR46E,39.171648,-86.502096
901827159,2020,5,7,1900,Weekend,2-Car,No injury/unknown,DRIVER DISTRACTED - EXPLAIN IN NARRATIVE,10TH & SR46W,39.171648,-86.502096
901832541,2020,5,3,1500,Weekday,2-Car,No injury/unknown,DRIVER DISTRACTED - EXPLAIN IN NARRATIVE,10TH & SR46S,39.171648,-86.502096
901863310,2020,7,1,1200,Weekend,2-Car,Non-incapacitating,FAILURE TO YIELD RIGHT OF WAY,10TH & SR46S,39.171648,-86.502096
901873704,2020,8,6,1300,Weekday,2-Car,No injury/unknown,UNSAFE SPEED,10TH & SR46E,39.171648,-86.502096
901821003,2020,5,3,2100,Weekday,2-Car,No injury/unknown,IMPROPER TURNING,E 10TH ST,39.17164591,-86.50199444
901916522,2020,11,1,1600,Weekend,1-Car,No injury/unknown,UNSAFE BACKING,E 10TH ST,39.17164435,-86.50191826
901924296,2020,11,6,1500,Weekday,1-Car,No injury/unknown,UNSAFE BACKING,E 10TH ST,39.17164435,-86.50191826
901876995,2020,8,6,1700,Weekday,2-Car,No injury/unknown,UNSAFE BACKING,EAST 10TH ST,39.17164278,-86.50184209
901900698,2020,10,6,2100,Weekend,2-Car,No injury/unknown,,E 10TH ST,39.17164278,-86.50184209
901882035,2020,9,3,900,Weekday,2-Car,No injury/unknown,OTHER (DRIVER) - EXPLAIN IN NARRATIVE,SR45W & SR46,39.17164076,-86.50174328
901878259,2020,8,7,100,Weekend,2-Car,No injury/unknown,FAILURE TO YIELD RIGHT OF WAY,10TH ST & WOODLAWN,39.17164028,-86.52349971
901896783,2020,10,2,1800,Weekday,2-Car,No injury/unknown,FOLLOWING TOO CLOSELY,10TH ST & WOODLAWN,39.17164028,-86.52349971
901933512,2020,12,3,1500,Weekday,2-Car,No injury/unknown,FOLLOWING TOO CLOSELY,FORREST & TENTH ST,39.17163204,-86.522386
901764362,2020,1,4,2200,Weekday,2-Car,Non-incapacitating,FAILURE TO YIELD RIGHT OF WAY,10TH ST & WOODLAWN,39.171632,-86.523536
901777879,2020,2,2,2300,Weekday,2-Car,No injury/unknown,UNSAFE BACKING,EAST 10TH ST,39.171632,-86.523536
901783046,2020,2,5,1900,Weekday,2-Car,No injury/unknown,UNSAFE BACKING,E 10TH ST & WOODLAWN,39.171632,-86.523536
901838687,2020,6,1,800,Weekend,2-Car,No injury/unknown,FAILURE TO YIELD RIGHT OF WAY,E 10TH ST & N WOODLAWN,39.171632,-86.523536
901900723,2020,10,2,2100,Weekday,3+ Cars,Non-incapacitating,DRIVER DISTRACTED - EXPLAIN IN NARRATIVE,10TH ST & WOODLAWN,39.171632,-86.523536
901910986,2020,10,6,1200,Weekday,3+ Cars,No injury/unknown,FOLLOWING TOO CLOSELY,10TH ST & FORREST,39.17163022,-86.52237989
901912034,2020,10,1,1700,Weekend,3+ Cars,No injury/unknown,FOLLOWING TOO CLOSELY,10TH ST & FORREST,39.17163022,-86.52237989
901930850,2020,11,5,1600,Weekday,2-Car,No injury/unknown,FOLLOWING TOO CLOSELY,10TH ST & FORREST,39.17163022,-86.52237989
901938472,2020,12,4,1100,Weekday,2-Car,No injury/unknown,UNSAFE BACKING,TENTH & WOODLAWN AVE,39.17162998,-86.52351778
901888115,2020,9,2,1600,Weekday,Bus,No injury/unknown,FAILURE TO YIELD RIGHT OF WAY,TENTH & WOODLAWN AVE,39.17161805,-86.52351755
901879438,2020,8,3,900,Weekday,2-Car,No injury/unknown,DRIVER DISTRACTED - EXPLAIN IN NARRATIVE,10TH ST & WALNUT,39.1716101,-86.52098983
901880760,2020,8,6,1800,Weekday,2-Car,No injury/unknown,FAILURE TO YIELD RIGHT OF WAY,10TH ST & WALNUT GROVE,39.1716101,-86.52098983
901780312,2020,2,7,200,Weekend,2-Car,No injury/unknown,FAILURE TO YIELD RIGHT OF WAY,10TH ST & FEE,39.1716101,-86.51901975
901873836,2020,8,7,1600,Weekend,3+ Cars,No injury/unknown,FOLLOWING TOO CLOSELY,10TH ST & WALNUT GROVE,39.17160188,-86.52107241
901836010,2020,6,3,1200,Weekday,2-Car,No injury/unknown,UNSAFE BACKING,EAST TENTH ST,39.17160138,-86.51021338
901759968,2020,1,5,1600,Weekday,2-Car,No injury/unknown,FOLLOWING TOO CLOSELY,E 10TH ST & N WALNUT GROVE,39.1716,-86.520896
901911304,2020,10,6,1900,Weekend,2-Car,No injury/unknown,FAILURE TO YIELD RIGHT OF WAY,JORDAN AVE & TENTH,39.17159826,-86.5156478
901936111,2020,12,7,2300,Weekend,2-Car,Non-incapacitating,FAILURE TO YIELD RIGHT OF WAY,E LAW & JORDAN AVE,39.17159826,-86.5156478
901884467,2020,9,7,1400,Weekend,1-Car,Non-incapacitating,OVERCORRECTING/OVERSTEERING,E TENTH ST & TULIP TREE,39.17159402,-86.50451571
901906869,2020,10,6,1400,Weekday,2-Car,No injury/unknown,FOLLOWING TOO CLOSELY,10TH ST & JORDAN,39.17158999,-86.51565379
901777827,2020,2,2,1900,Weekday,2-Car,No injury/unknown,UNSAFE SPEED,E 10TH ST & N CAMPBELL,39.17158999,-86.51394031
901774088,2020,2,2,1100,Weekday,2-Car,No injury/unknown,IMPROPER TURNING,E 11TH ST & N FEE,39.171584,-86.518688
901798195,2020,3,2,1200,Weekday,2-Car,No injury/unknown,UNSAFE BACKING,11TH ST & FEE,39.171584,-86.518688
901811249,2020,4,6,300,Weekday,2-Car,No injury/unknown,FAILURE TO YIELD RIGHT OF WAY,10TH ST & FEE,39.171584,-86.518688
901859073,2020,7,5,1300,Weekday,2-Car,No injury/unknown,FOLLOWING TOO CLOSELY,E TENTH ST & FEE,39.171584,-86.518688
901907283,2020,10,6,2100,Weekend,2-Car,No injury/unknown,FOLLOWING TOO CLOSELY,10TH ST & FEE,39.171584,-86.518688
901817444,2020,5,4,1200,Weekday,2-Car,No injury/unknown,UNSAFE SPEED,10TH ST & SUNRISE,39.17157993,-86.51250581
901876282,2020,8,5,1200,Weekday,2-Car,No injury/unknown,UNSAFE BACKING,E 10TH ST & N SUNRISE,39.17157993,-86.51249283
901910997,2020,10,6,1300,Weekday,1-Car,Non-incapacitating,UNSAFE SPEED,E 10TH ST & N SUNRISE,39.17157993,-86.5124885
901899274,2020,10,6,1900,Weekend,2-Car,No injury/unknown,FOLLOWING TOO CLOSELY,10TH ST & SUNRISE,39.17157993,-86.51248418
901899269,2020,10,4,1900,Weekday,2-Car,No injury/unknown,FAILURE TO YIELD RIGHT OF WAY,10TH ST & SUNRISE,39.17157993,-86.51247985
901833189,2020,5,4,1700,Weekday,2-Car,Non-incapacitating,FOLLOWING TOO CLOSELY,10TH ST & N FEE,39.17157828,-86.51815878
901876418,2020,8,5,1600,Weekday,2-Car,No injury/unknown,UNSAFE BACKING,E 10TH ST,39.17157747,-86.51808392
901889638,2020,9,2,2100,Weekday,2-Car,No injury/unknown,UNSAFE BACKING,E 10TH ST,39.17157747,-86.51808392
901760380,2020,1,6,400,Weekday,1-Car,No injury/unknown,SPEED TOO FAST FOR WEATHER CONDITIONS,10TH ST & FEE,39.17157638,-86.51798237
901876958,2020,8,6,1500,Weekday,1-Car,No injury/unknown,FOLLOWING TOO CLOSELY,10TH ST & FEE,39.17157638,-86.51798237
901847502,2020,6,3,1800,Weekday,2-Car,No injury/unknown,IMPROPER TURNING,SR46 & UNIONVILLE,39.1715658,-86.50228603
901858254,2020,7,4,1700,Weekday,2-Car,No injury/unknown,UNSAFE LANE MOVEMENT,SR45 & SR46,39.1715658,-86.50228603
901778228,2020,2,1,1000,Weekend,2-Car,No injury/unknown,OTHER (DRIVER) - EXPLAIN IN NARRATIVE,EAST TENTH ST,39.17156383,-86.51814334
901816667,2020,5,3,900,Weekday,2-Car,No injury/unknown,UNSAFE BACKING,EAST TENTH ST,39.17156383,-86.51814334
901882604,2020,9,3,1900,Weekday,2-Car,No injury/unknown,UNSAFE BACKING,10TH ST,39.17156383,-86.51814334
901762894,2020,1,3,1300,Weekday,2-Car,No injury/unknown,UNSAFE LANE MOVEMENT,10TH & JORDAN AVE,39.171552,-86.515728
901785528,2020,2,4,0,Weekday,2-Car,No injury/unknown,FAILURE TO YIELD RIGHT OF WAY,10TH & JORDAN AVE,39.171552,-86.515728
901797058,2020,3,6,1300,Weekday,2-Car,No injury/unknown,IMPROPER TURNING,10TH & JORDAN AVE,39.171552,-86.515728
901807953,2020,4,7,1900,Weekend,2-Car,No injury/unknown,FOLLOWING TOO CLOSELY,10TH & JORDAN AVE,39.171552,-86.515728
901808327,2020,4,1,1400,Weekend,2-Car,No injury/unknown,FAILURE TO YIELD RIGHT OF WAY,E 10TH ST & N JORDAN,39.171552,-86.515728
901814420,2020,4,5,1000,Weekday,2-Car,No injury/unknown,IMPROPER TURNING,10TH & 600 N JORDAN (PARKING LOT) AVE,39.171552,-86.515728
901820589,2020,5,3,1100,Weekday,Bus,No injury/unknown,FOLLOWING TOO CLOSELY,1400 E TENTH ST & 600 N JORDAN,39.171552,-86.515728
901830630,2020,5,6,1400,Weekday,2-Car,No injury/unknown,,N JORDAN AVE,39.171552,-86.515728
901911464,2020,10,6,1000,Weekday,2-Car,No injury/unknown,UNSAFE BACKING,10TH & JORDAN AVE,39.171552,-86.515728
901906686,2020,10,6,1100,Weekday,2-Car,No injury/unknown,FAILURE TO YIELD RIGHT OF WAY,10TH ST & UNION,39.17154975,-86.50942867
901812057,2020,4,7,1800,Weekend,2-Car,No injury/unknown,FOLLOWING TOO CLOSELY,10TH ST & JORDAN,39.17154708,-86.51537521
901904290,2020,10,1,1300,Weekend,3+ Cars,Non-incapacitating,FOLLOWING TOO CLOSELY,10TH ST & RANGE,39.17154567,-86.49707538
901904291,2020,10,1,1300,Weekend,2-Car,No injury/unknown,FOLLOWING TOO CLOSELY,10TH ST & RANGE,39.17154567,-86.49707538
901778359,2020,2,3,1200,Weekday,1-Car,No injury/unknown,ACCELERATOR FAILURE OR DEFECTIVE,E TENTH ST,39.17154036,-86.51313968
901931757,2020,12,7,1400,Weekend,2-Car,No injury/unknown,UNSAFE BACKING,E TENTH ST,39.17154036,-86.51313968
901780278,2020,2,6,1600,Weekday,1-Car,No injury/unknown,ANIMAL/OBJECT IN ROADWAY,FLEENER RD & HASH,39.17153535,-86.4017051
901868101,2020,8,3,1200,Weekday,2-Car,Non-incapacitating,FOLLOWING TOO CLOSELY,SR46E & TENTH,39.17153031,-86.50220967
901884189,2020,9,6,1600,Weekday,2-Car,No injury/unknown,FOLLOWING TOO CLOSELY,10TH ST & 45 46 BYPASS,39.17153031,-86.50220967
901884520,2020,9,7,1800,Weekend,2-Car,No injury/unknown,FOLLOWING TOO CLOSELY,10TH ST & 45 46,39.17153031,-86.50220967
901893975,2020,9,4,800,Weekday,2-Car,No injury/unknown,OTHER (DRIVER) - EXPLAIN IN NARRATIVE,SR46N & TENTH,39.17153031,-86.50220967
901898985,2020,10,6,1000,Weekday,2-Car,No injury/unknown,FOLLOWING TOO CLOSELY,10TH & SR46W,39.17153031,-86.50220967
901899267,2020,10,6,2000,Weekend,2-Car,No injury/unknown,FAILURE TO YIELD RIGHT OF WAY,10TH & SR46E,39.17153031,-86.50220967
901835344,2020,6,1,1700,Weekend,2-Car,No injury/unknown,OTHER (DRIVER) - EXPLAIN IN NARRATIVE,E 10TH ST,39.17152695,-86.49442523
901855914,2020,7,6,1300,Weekday,2-Car,No injury/unknown,FAILURE TO YIELD RIGHT OF WAY,E 10TH ST,39.17152628,-86.49444334
901774194,2020,2,3,600,Weekday,1-Car,No injury/unknown,ANIMAL/OBJECT IN ROADWAY,10TH ST & PETE ELLIS,39.17152424,-86.4960172
901913405,2020,10,3,1500,Weekday,Bus,No injury/unknown,IMPROPER TURNING,TENTH & UNIONVILLE RD,39.17151399,-86.50678277
901767231,2020,1,2,1900,Weekday,2-Car,No injury/unknown,UNSAFE BACKING,E 10TH ST,39.171504,-86.512288
901809970,2020,4,3,1800,Weekday,2-Car,No injury/unknown,OVERCORRECTING/OVERSTEERING,E 10TH ST,39.171504,-86.512288
901878785,2020,8,6,1800,Weekday,2-Car,No injury/unknown,IMPROPER TURNING,EAST 10TH ST,39.171504,-86.512288
901887730,2020,9,6,1200,Weekday,2-Car,No injury/unknown,OVERCORRECTING/OVERSTEERING,E 10TH ST,39.171504,-86.512288
901938711,2020,12,3,1900,Weekday,2-Car,No injury/unknown,UNSAFE BACKING,E 10TH ST ST,39.171504,-86.512288
901786967,2020,3,7,500,Weekend,2-Car,Non-incapacitating,DISREGARD SIGNAL/REG SIGN,10TH ST & PETE ELLIS,39.171504,-86.495312
901805752,2020,4,3,1600,Weekday,2-Car,No injury/unknown,FOLLOWING TOO CLOSELY,E 10TH ST & RANGE,39.171504,-86.495312
901867758,2020,8,2,500,Weekday,2-Car,No injury/unknown,UNSAFE SPEED,RANGE & SR46S,39.171504,-86.495312
901878252,2020,8,2,1400,Weekday,2-Car,No injury/unknown,FOLLOWING TOO CLOSELY,10TH & N PETE ELLIS DR,39.171504,-86.495312
901881573,2020,9,2,1500,Weekday,2-Car,No injury/unknown,FOLLOWING TOO CLOSELY,10TH ST & NORTH PETE ELLIS,39.171504,-86.495312
901923167,2020,11,5,700,Weekday,2-Car,Non-incapacitating,FOLLOWING TOO CLOSELY,E 10TH ST & N PETE ELLIS,39.171504,-86.495312
901763703,2020,1,4,0,Weekday,2-Car,No injury/unknown,,E 10TH ST,39.171504,-86.49509867
901797605,2020,3,7,2300,Weekend,2-Car,No injury/unknown,UNSAFE BACKING,E 10TH ST,39.171504,-86.49509867
901805121,2020,4,2,2000,Weekday,3+ Cars,Non-incapacitating,FAILURE TO YIELD RIGHT OF WAY,SR45,39.171504,-86.494992
901783091,2020,2,5,2100,Weekday,2-Car,Non-incapacitating,DRIVER ASLEEP OR FATIGUED,10TH ST & JOHN HINKLE,39.171504,-86.49296
901938905,2020,12,4,2200,Weekday,1-Car,No injury/unknown,OTHER (DRIVER) - EXPLAIN IN NARRATIVE,EAST 10TH ST,39.17149074,-86.50190256
901849886,2020,7,1,2100,Weekday,Moped/Motorcycle,Non-incapacitating,OVERCORRECTING/OVERSTEERING,10TH ST & PETE ELLIS,39.17149007,-86.4953801
901906702,2020,10,6,1300,Weekday,2-Car,No injury/unknown,FAILURE TO YIELD RIGHT OF WAY,10TH ST & PETE ELLIS,39.17149007,-86.4953801
901941441,2020,12,2,1400,Weekday,2-Car,Non-incapacitating,DISREGARD SIGNAL/REG SIGN,10TH ST & PETE ELLIS,39.17149007,-86.4953801
901898668,2020,10,5,1700,Weekday,2-Car,No injury/unknown,FOLLOWING TOO CLOSELY,10TH ST & RANGE,39.17149007,-86.49537577
901890991,2020,9,5,1600,Weekday,2-Car,Non-incapacitating,FAILURE TO YIELD RIGHT OF WAY,10TH ST & RANGE,39.17149007,-86.4953628
901881565,2020,9,2,1500,Weekday,3+ Cars,No injury/unknown,SPEED TOO FAST FOR WEATHER CONDITIONS,RANGE & SR45,39.17148519,-86.49626951
901911677,2020,10,7,2000,Weekend,2-Car,No injury/unknown,IMPROPER TURNING,EAST 10TH ST,39.17148317,-86.51039227
901882556,2020,9,3,1600,Weekday,2-Car,No injury/unknown,UNSAFE BACKING,E 10TH ST,39.17148166,-86.51025546
901759945,2020,1,5,1600,Weekday,2-Car,No injury/unknown,FOLLOWING TOO CLOSELY,10TH ST & UNION,39.17147976,-86.51008162
901762418,2020,1,2,1700,Weekday,2-Car,No injury/unknown,FOLLOWING TOO CLOSELY,10TH ST & UNION,39.17147588,-86.50972881
901884320,2020,9,7,0,Weekend,2-Car,No injury/unknown,FAILURE TO YIELD RIGHT OF WAY,10TH ST & UNION,39.17147588,-86.50972881
901760240,2020,1,5,2200,Weekday,2-Car,No injury/unknown,SPEED TOO FAST FOR WEATHER CONDITIONS,10TH ST & UNION,39.171472,-86.509376
901762612,2020,1,3,700,Weekday,2-Car,No injury/unknown,FAILURE TO YIELD RIGHT OF WAY,TENTH ST & UNION,39.171472,-86.509376
901787324,2020,3,7,2100,Weekend,2-Car,No injury/unknown,FAILURE TO YIELD RIGHT OF WAY,E 10TH ST & N UNION,39.171472,-86.509376
901808226,2020,4,1,900,Weekend,2-Car,No injury/unknown,FOLLOWING TOO CLOSELY,EAST TENTH ST & UNION,39.171472,-86.509376
